epoch,stable_dims,step,train_C,train_D,train_D_topk,train_I,train_I_topk,train_cluster,train_dim_kl,train_kl,train_loss,train_pred,train_recon,val_C,val_D,val_D_topk,val_I,val_I_topk,val_dim_kl,val_kl,val_loss,val_pred,val_recon
14,,719,,,,,,0.6202372908592224,3762.197998046875,0.0037621986120939255,0.9248285293579102,0.4520399272441864,0.03178153187036514,,,,,,,,,,
15,20.0,767,0.7315171360969543,0.5143522024154663,0.7800779342651367,0.1569070667028427,0.5790457725524902,,,,,,,0.7589923143386841,0.48461443185806274,0.804248034954071,0.20061810314655304,0.6133995652198792,6021.2880859375,0.006021288223564625,0.9414474964141846,0.7702842950820923,0.03302840143442154
15,,767,,,,,,0.6955984234809875,4204.28271484375,0.004204283934086561,0.9566834568977356,0.44970420002937317,0.030995162203907967,,,,,,,,,,
16,16.0,815,0.7311435341835022,0.5021710395812988,0.7455878257751465,0.15436580777168274,0.5684900879859924,,,,,,,0.7354007959365845,0.4392121732234955,0.7887622117996216,0.2190389633178711,0.6259723901748657,4286.26806640625,0.004286268260329962,0.606632649898529,0.4449893832206726,0.03147139400243759
16,,815,,,,,,0.7182628512382507,3952.929443359375,0.00395292928442359,0.9647674560546875,0.4494730234146118,0.030442046001553535,,,,,,,,,,
17,19.0,863,0.7361106872558594,0.48440471291542053,0.7791351079940796,0.16547253727912903,0.5983580946922302,,,,,,,0.7413161993026733,0.442461222410202,0.7860051989555359,0.22149719297885895,0.6269139647483826,4709.39208984375,0.004709391854703426,0.8581812977790833,0.7048231959342957,0.029729733243584633
17,,863,,,,,,0.6708164215087891,4018.168212890625,0.004018167965114117,0.8879225850105286,0.39977291226387024,0.029744677245616913,,,,,,,,,,
18,21.0,911,0.7235583066940308,0.4820708632469177,0.7814441919326782,0.17534539103507996,0.6154388785362244,,,,,,,0.7316411137580872,0.4459899663925171,0.8013876080513,0.22866889834403992,0.6416433453559875,6287.001953125,0.006287002004683018,0.5774570107460022,0.41376155614852905,0.03148168697953224
18,,911,,,,,,0.666951596736908,3850.4638671875,0.0038504626136273146,0.8629724383354187,0.3795534074306488,0.02921854890882969,,,,,,,,,,
19,15.0,959,0.7215639352798462,0.4796665608882904,0.7444025874137878,0.17603950202465057,0.6288849115371704,,,,,,,0.7395216226577759,0.4373543858528137,0.81586754322052,0.22874118387699127,0.6438711881637573,3454.832275390625,0.0034548325929790735,0.5383287668228149,0.3914165794849396,0.02869146689772606
19,,959,,,,,,0.6454851031303406,3905.659912109375,0.0039056604728102684,0.841792106628418,0.3723992109298706,0.028548941016197205,,,,,,,,,,
20,21.0,1007,0.716152548789978,0.4725431799888611,0.7916073799133301,0.1744808703660965,0.6308034658432007,,,,,,,0.7285293936729431,0.41927140951156616,0.7939252853393555,0.23096205294132233,0.6425656676292419,4448.3544921875,0.004448354244232178,0.7920481562614441,0.6459266543388367,0.028334617614746094
20,,1007,,,,,,0.6384789347648621,3919.402099609375,0.0039194016717374325,0.825359046459198,0.3612883388996124,0.028182407841086388,,,,,,,,,,
21,23.0,1055,0.6995108723640442,0.46275049448013306,0.7720127105712891,0.18179234862327576,0.6354277729988098,,,,,,,0.7172443270683289,0.4344101846218109,0.7664349675178528,0.2384243756532669,0.6622983813285828,2939.168212890625,0.002939168130978942,0.529143750667572,0.3829004764556885,0.028660820797085762
21,,1055,,,,,,0.7023844718933105,3954.875,0.0039548748172819614,0.887496292591095,0.39385735988616943,0.027698365971446037,,,,,,,,,,
22,22.0,1103,0.7027135491371155,0.43950435519218445,0.781764566898346,0.1962108016014099,0.6529688835144043,,,,,,,0.7241962552070618,0.41873398423194885,0.7625568509101868,0.2286074161529541,0.6478376388549805,4793.8056640625,0.004793806001543999,0.8406835198402405,0.6959501504898071,0.02798791415989399
22,,1103,,,,,,0.5845880508422852,3604.94921875,0.0036049492191523314,0.7715222239494324,0.33936282992362976,0.027252107858657837,,,,,,,,,,
23,27.0,1151,0.7139474749565125,0.4102432131767273,0.7962803840637207,0.20983009040355682,0.6676000356674194,,,,,,,0.7105817198753357,0.42729705572128296,0.800204336643219,0.24566611647605896,0.6740912795066833,2653.0400390625,0.002653040224686265,0.5527249574661255,0.4128817915916443,0.027438025921583176
23,,1151,,,,,,0.6166178584098816,3787.255615234375,0.0037872546818107367,0.7731640934944153,0.3262103497982025,0.026971502229571342,,,,,,,,,,
24,28.0,1199,0.6961758136749268,0.41517147421836853,0.8069892525672913,0.20992043614387512,0.669901967048645,,,,,,,0.7047938108444214,0.4395110607147217,0.7859309911727905,0.2484458088874817,0.6828376650810242,3112.135009765625,0.0031121347565203905,0.7902365922927856,0.6525967717170715,0.026905544102191925
24,,1199,,,,,,0.6070564389228821,3704.472900390625,0.0037044724449515343,0.7666422724723816,0.32535919547080994,0.0268100518733263,,,,,,,,,,
25,29.0,1247,0.6790018677711487,0.4247269928455353,0.7627237439155579,0.20812241733074188,0.6685815453529358,,,,,,,0.6959453225135803,0.43056520819664,0.7705085277557373,0.25913986563682556,0.6928995847702026,2973.47314453125,0.002973473398014903,0.6936897039413452,0.5578179955482483,0.026579659432172775
25,,1247,,,,,,0.6880204081535339,4137.57861328125,0.0041375779546797276,0.7990620732307434,0.31905242800712585,0.026372365653514862,,,,,,,,,,
26,9.0,1295,0.7077180743217468,0.44254231452941895,0.6742635369300842,0.17052021622657776,0.07569215446710587,,,,,,,0.7178657054901123,0.43383660912513733,0.6548234224319458,0.2165973037481308,0.1132810190320015,16226.87109375,0.0162268728017807,1.5378389358520508,1.3494930267333984,0.034423839300870895
26,,1295,,,,,,0.8779762387275696,4150.97119140625,0.004150970373302698,1.6936334371566772,1.113095760345459,0.027479685842990875,,,,,,,,,,
27,21.0,1343,0.7080879211425781,0.47319653630256653,0.7072230577468872,0.16621071100234985,0.6055105328559875,,,,,,,0.7102419137954712,0.43267062306404114,0.7981809973716736,0.2504568099975586,0.665774405002594,2817.389892578125,0.00281738955527544,0.6726440191268921,0.5324689149856567,0.027471549808979034
27,,1343,,,,,,0.7502937316894531,4563.53076171875,0.004563529510051012,1.1081362962722778,0.5952296257019043,0.026639290153980255,,,,,,,,,,
28,25.0,1391,0.7010865211486816,0.44419562816619873,0.7913975119590759,0.21241094172000885,0.66921466588974,,,,,,,0.702288806438446,0.439040869474411,0.8152187466621399,0.2597753703594208,0.6745511889457703,3751.47705078125,0.0037514769937843084,0.4919954836368561,0.3596627414226532,0.025716248899698257
28,,1391,,,,,,0.6878523230552673,4517.08447265625,0.004517085384577513,0.8161327242851257,0.339493066072464,0.02563931792974472,,,,,,,,,,
29,16.0,1439,0.6883790493011475,0.4545631408691406,0.7846328020095825,0.21562565863132477,0.6928022503852844,,,,,,,0.7069095373153687,0.43470317125320435,0.7807283997535706,0.24944770336151123,0.6829660534858704,5992.83935546875,0.00599284004420042,1.148652195930481,1.0102975368499756,0.026472341269254684
29,,1439,,,,,,0.654291570186615,3977.246337890625,0.0039772461168468,0.7531163692474365,0.294495165348053,0.025499634444713593,,,,,,,,,,
30,23.0,1487,0.68044513463974,0.44301238656044006,0.7393873333930969,0.21223776042461395,0.6739516854286194,,,,,,,0.6979013681411743,0.4318648874759674,0.7609622478485107,0.2664922773838043,0.6770185232162476,3482.82177734375,0.003482821164652705,0.5337836146354675,0.4027949273586273,0.02550116740167141
30,,1487,,,,,,0.6180480718612671,3845.903564453125,0.003845904255285859,0.833111047744751,0.3946772515773773,0.025112764909863472,,,,,,,,,,
31,22.0,1535,0.6813934445381165,0.4384745955467224,0.77398282289505,0.2057456374168396,0.687796413898468,,,,,,,0.6920339465141296,0.43198513984680176,0.7953261733055115,0.25633639097213745,0.6859628558158875,6841.90625,0.006841906812041998,1.1797144412994385,1.0434565544128418,0.025883162394165993
31,,1535,,,,,,0.6853500008583069,4108.82177734375,0.004108821507543325,0.785926342010498,0.31361934542655945,0.025104591622948647,,,,,,,,,,
32,29.0,1583,0.6682458519935608,0.4299336373806,0.7916502952575684,0.2164749652147293,0.7110786437988281,,,,,,,0.6838921904563904,0.43265315890312195,0.7933175563812256,0.26845431327819824,0.6919155716896057,3735.15234375,0.0037351527716964483,0.9787632822990417,0.8499091267585754,0.02502382919192314
32,,1583,,,,,,0.6113080978393555,3967.3408203125,0.003967341501265764,0.7013139128684998,0.2686424255371094,0.024610018357634544,,,,,,,,,,
33,27.0,1631,0.681290864944458,0.42927831411361694,0.7973031401634216,0.2247547209262848,0.7189870476722717,,,,,,,0.6876846551895142,0.4290403723716736,0.7596600651741028,0.26455843448638916,0.6919049024581909,5782.85498046875,0.0057828547433018684,0.6985536217689514,0.5656235218048096,0.025429440662264824
33,,1631,,,,,,0.6272711157798767,3942.106201171875,0.003942106384783983,0.6945334076881409,0.2547887861728668,0.02443338744342327,,,,,,,,,,
34,29.0,1679,0.6782653331756592,0.4316825270652771,0.8144933581352234,0.2244066745042801,0.7242940068244934,,,,,,,0.688449501991272,0.44308170676231384,0.7951092720031738,0.26504385471343994,0.7071110606193542,3227.717529296875,0.003227717475965619,0.4788110852241516,0.34847748279571533,0.025421174243092537
34,,1679,,,,,,0.5020493268966675,3846.77734375,0.0038467776030302048,0.6237024664878845,0.24757832288742065,0.02425055019557476,,,,,,,,,,
35,31.0,1727,0.676594614982605,0.43746495246887207,0.7803306579589844,0.21736738085746765,0.71817946434021,,,,,,,0.6919704675674438,0.4228707253932953,0.7552236318588257,0.25923025608062744,0.7014442682266235,5042.5654296875,0.005042565520852804,0.8409544825553894,0.71036696434021,0.02510899119079113
35,,1727,,,,,,0.5819882154464722,3865.897705078125,0.003865898819640279,0.6666814684867859,0.2507113516330719,0.024221979081630707,,,,,,,,,,
36,29.0,1775,0.6640284061431885,0.43469616770744324,0.7889736294746399,0.22346147894859314,0.721229076385498,,,,,,,0.6794432401657104,0.43715450167655945,0.7748432159423828,0.281356543302536,0.7120668888092041,3664.459228515625,0.003664459567517042,0.5241787433624268,0.4000397324562073,0.02409491315484047
36,,1775,,,,,,0.665717363357544,3795.189208984375,0.003795188618823886,0.7004868388175964,0.24408631026744843,0.023949334397912025,,,,,,,,,,
37,37.0,1823,0.666702926158905,0.4260047376155853,0.782735288143158,0.22478853166103363,0.7262800931930542,,,,,,,0.6837249398231506,0.43686360120773315,0.7816333770751953,0.27666622400283813,0.7062423825263977,3046.97802734375,0.003046978497877717,0.46041688323020935,0.3366391062736511,0.024146150797605515
37,,1823,,,,,,0.5566428899765015,3594.4716796875,0.0035944718401879072,0.6348022818565369,0.23395852744579315,0.02378556691110134,,,,,,,,,,
38,28.0,1871,0.6711176037788391,0.42702752351760864,0.7746433615684509,0.22470982372760773,0.7283243536949158,,,,,,,0.6774379014968872,0.4490914046764374,0.7865393161773682,0.2767382860183716,0.7116698622703552,2907.958740234375,0.00290795904584229,0.4969298541545868,0.37320676445961,0.024163024500012398
38,,1871,,,,,,0.5861773490905762,3487.6865234375,0.0034876868594437838,0.646065354347229,0.23146557807922363,0.023604685440659523,,,,,,,,,,
39,35.0,1919,0.6666167974472046,0.41909223794937134,0.7950291037559509,0.23690541088581085,0.7344045639038086,,,,,,,0.6742043495178223,0.4376968443393707,0.8053892850875854,0.2777022123336792,0.7124653458595276,2875.20068359375,0.0028752002399414778,0.5515534281730652,0.4274175465106964,0.024252137169241905
39,,1919,,,,,,0.46470463275909424,3489.694091796875,0.00348969385959208,0.578541100025177,0.22503356635570526,0.023533105850219727,,,,,,,,,,
40,27.0,1967,0.6654877662658691,0.41325557231903076,0.7801835536956787,0.2364082932472229,0.7375338077545166,,,,,,,0.6754211187362671,0.42649900913238525,0.7917859554290771,0.28259626030921936,0.7130462527275085,3727.5439453125,0.00372754386626184,0.4702129662036896,0.3483821153640747,0.023620663210749626
40,,1967,,,,,,0.5020551085472107,3454.449462890625,0.0034544498194009066,0.5849553346633911,0.21387170255184174,0.023320309817790985,,,,,,,,,,
41,28.0,2015,0.6745724678039551,0.4137413203716278,0.7795555591583252,0.23604606091976166,0.7290561199188232,,,,,,,0.670868992805481,0.438041090965271,0.8207005858421326,0.27526435256004333,0.704005241394043,4619.5048828125,0.0046195052564144135,0.7768113017082214,0.6506351828575134,0.02431131713092327
41,,2015,,,,,,0.5388585925102234,3574.2431640625,0.003574243513867259,0.6131090521812439,0.22461189329624176,0.023098722100257874,,,,,,,,,,
42,33.0,2063,0.6655604243278503,0.43430203199386597,0.807385265827179,0.22646300494670868,0.7420284152030945,,,,,,,0.6716598272323608,0.43818777799606323,0.8188464641571045,0.27556055784225464,0.7105104327201843,3237.02685546875,0.0032370267435908318,0.5499916076660156,0.42867961525917053,0.02361498773097992
42,,2063,,,,,,0.5674037337303162,3875.6728515625,0.003875672584399581,0.6100991368293762,0.20706522464752197,0.023091284558176994,,,,,,,,,,
43,31.0,2111,0.6654719710350037,0.41411682963371277,0.79703688621521,0.23963850736618042,0.750019371509552,,,,,,,0.6730903387069702,0.4245186448097229,0.8049603700637817,0.2893030047416687,0.7146291136741638,3804.764892578125,0.003804764710366726,0.5107409954071045,0.38908055424690247,0.023571133613586426
43,,2111,,,,,,0.5617119669914246,3753.680908203125,0.003753680968657136,0.59521484375,0.19598017632961273,0.022925006225705147,,,,,,,,,,
44,24.0,2159,0.6699672937393188,0.41876474022865295,0.7950301170349121,0.23406702280044556,0.7449877262115479,,,,,,,0.6631890535354614,0.4236295819282532,0.8151713609695435,0.2843524217605591,0.7130711674690247,2883.08349609375,0.0028830834198743105,0.46267586946487427,0.34128543734550476,0.023701470345258713
44,,2159,,,,,,0.5060815215110779,3743.756591796875,0.003743756329640746,0.5631701350212097,0.19288595020771027,0.022699950262904167,,,,,,,,,,
45,31.0,2207,0.6644564867019653,0.42846521735191345,0.7978954911231995,0.23065675795078278,0.7459985017776489,,,,,,,0.670926034450531,0.42739278078079224,0.7904550433158875,0.2782595157623291,0.7110742926597595,4784.40380859375,0.0047844043001532555,0.766026496887207,0.6445257067680359,0.023343291133642197
45,,2207,,,,,,0.5621991157531738,3790.795166015625,0.0037907958030700684,0.5977854132652283,0.1996241956949234,0.022654175758361816,,,,,,,,,,
46,23.0,2255,0.6596047282218933,0.4168928563594818,0.7166862487792969,0.2287917137145996,0.6973609328269958,,,,,,,0.6650779247283936,0.4261973202228546,0.7653276324272156,0.2914022207260132,0.6812486052513123,3324.773193359375,0.0033247729297727346,0.4997195899486542,0.3807557225227356,0.023127811029553413
46,,2255,,,,,,0.6673189997673035,3638.855712890625,0.0036388561129570007,0.8043470978736877,0.35402485728263855,0.02260483242571354,,,,,,,,,,
47,22.0,2303,0.6619218587875366,0.4102845788002014,0.771812915802002,0.23950916528701782,0.741281270980835,,,,,,,0.6778882741928101,0.40017375349998474,0.739467442035675,0.2899087369441986,0.7030198574066162,6743.18212890625,0.006743181496858597,1.635029911994934,1.5107357501983643,0.02351018413901329
47,,2303,,,,,,0.6366913318634033,3925.9111328125,0.00392591068521142,0.6418938040733337,0.20657621324062347,0.02260921709239483,,,,,,,,,,
48,27.0,2351,0.6584779024124146,0.407176673412323,0.7588740587234497,0.24215401709079742,0.7598976492881775,,,,,,,0.658974289894104,0.43380704522132874,0.8078006505966187,0.30322596430778503,0.722132682800293,3304.1474609375,0.003304147394374013,0.6481122374534607,0.5285312533378601,0.023255374282598495
48,,2351,,,,,,0.4302164316177368,4216.90185546875,0.004216901026666164,0.5139942765235901,0.18303249776363373,0.022327324375510216,,,,,,,,,,
49,27.0,2399,0.6442338228225708,0.40350666642189026,0.7473200559616089,0.24409857392311096,0.7688823938369751,,,,,,,0.6573578715324402,0.4242825210094452,0.806512176990509,0.30201444029808044,0.7232036590576172,3413.598388671875,0.003413598518818617,0.5808737277984619,0.4635962247848511,0.022772792726755142
49,,2399,,,,,,0.8761263489723206,4243.158203125,0.004243158269673586,0.7285228371620178,0.17483043670654297,0.022277245298027992,,,,,,,,,,
50,30.0,2447,0.6422966718673706,0.4049009680747986,0.7470495700836182,0.2474103718996048,0.7637393474578857,,,,,,,0.6494341492652893,0.42283326387405396,0.7682124972343445,0.29927244782447815,0.7145395874977112,3854.257568359375,0.003854257520288229,0.456932008266449,0.34081628918647766,0.022452298551797867
50,,2447,,,,,,0.60972660779953,3965.537109375,0.003965537529438734,0.6243762373924255,0.2046494334936142,0.022179586812853813,,,,,,,,,,
51,29.0,2495,0.6482307314872742,0.4098952114582062,0.7561918497085571,0.24610356986522675,0.7674587368965149,,,,,,,0.6577926278114319,0.410955548286438,0.7337193489074707,0.2971676290035248,0.7182230353355408,4558.6181640625,0.004558618646115065,0.5741779208183289,0.45680859684944153,0.022562144324183464
51,,2495,,,,,,0.4496697187423706,3885.4345703125,0.0038854351732879877,0.5059738159179688,0.1670360565185547,0.02204347960650921,,,,,,,,,,
52,30.0,2543,0.6506023406982422,0.40742892026901245,0.765718936920166,0.24382466077804565,0.7733290195465088,,,,,,,0.6568239331245422,0.4244346618652344,0.7652550935745239,0.29812467098236084,0.7218860983848572,3691.423583984375,0.0036914239171892405,0.4277123808860779,0.3131203055381775,0.02218013070523739
52,,2543,,,,,,0.454670786857605,4033.2861328125,0.004033285658806562,0.4973496198654175,0.15719588100910187,0.021757006645202637,,,,,,,,,,
53,33.0,2591,0.6526402235031128,0.41443634033203125,0.7431915998458862,0.2377525120973587,0.7831792831420898,,,,,,,0.6568562984466553,0.4245169460773468,0.7790406942367554,0.2875661551952362,0.7246041297912598,3630.98388671875,0.003630983643233776,0.40373724699020386,0.2886926531791687,0.02228272147476673
53,,2591,,,,,,0.44323936104774475,3957.134033203125,0.003957134205847979,0.47716405987739563,0.14314599335193634,0.02168823592364788,,,,,,,,,,
54,30.0,2639,0.6531031727790833,0.40612852573394775,0.7535413503646851,0.2440590113401413,0.7777287364006042,,,,,,,0.6614353656768799,0.4103410243988037,0.7631134390830994,0.2941826581954956,0.722261369228363,4079.73681640625,0.004079737234860659,0.49469906091690063,0.3793865144252777,0.022246569395065308
54,,2639,,,,,,0.42600691318511963,3996.447021484375,0.0039964462630450726,0.4716382324695587,0.14556269347667694,0.021815115585923195,,,,,,,,,,
55,35.0,2687,0.6529805064201355,0.40938761830329895,0.772000253200531,0.23898008465766907,0.7805753946304321,,,,,,,0.6523648500442505,0.42821553349494934,0.770435631275177,0.28541943430900574,0.7187377214431763,3289.65966796875,0.003289659507572651,0.5715447664260864,0.4574934244155884,0.022152330726385117
55,,2687,,,,,,0.47413596510887146,4017.27734375,0.004017277155071497,0.4862605631351471,0.13769769668579102,0.021495496854186058,,,,,,,,,,
56,25.0,2735,0.6474543213844299,0.41573578119277954,0.7438154220581055,0.23751862347126007,0.779720664024353,,,,,,,0.6493737697601318,0.42295897006988525,0.7448468208312988,0.29313167929649353,0.7183070182800293,3047.629150390625,0.003047629026696086,0.4541162848472595,0.33581435680389404,0.023050859570503235
56,,2735,,,,,,0.41038772463798523,4032.995849609375,0.004032996483147144,0.4544750154018402,0.13821789622306824,0.021406052634119987,,,,,,,,,,
57,24.0,2783,0.6481245756149292,0.40894362330436707,0.7228118181228638,0.2396886795759201,0.775428056716919,,,,,,,0.6532938480377197,0.4077101945877075,0.739852249622345,0.2985444664955139,0.715276300907135,3550.347412109375,0.0035503474064171314,0.44978585839271545,0.3348486125469208,0.022277381271123886
57,,2783,,,,,,0.42283228039741516,4020.548095703125,0.004020547494292259,0.466959685087204,0.14540287852287292,0.021223993971943855,,,,,,,,,,
58,29.0,2831,0.6536364555358887,0.40919259190559387,0.7403517365455627,0.23899278044700623,0.7069536447525024,,,,,,,0.6517925262451172,0.41925692558288574,0.747852087020874,0.2976061999797821,0.6795018911361694,2948.36669921875,0.0029483663383871317,0.5801146626472473,0.46733126044273376,0.02196701057255268
58,,2831,,,,,,0.38875678181648254,3776.302734375,0.0037763025611639023,0.6308476328849792,0.32635921239852905,0.0212667565792799,,,,,,,,,,
59,32.0,2879,0.6401752233505249,0.40748462080955505,0.752267599105835,0.24835450947284698,0.7689743638038635,,,,,,,0.6587233543395996,0.4136771261692047,0.7677173018455505,0.2941811680793762,0.7086566686630249,6584.6005859375,0.006584600079804659,0.7914237380027771,0.6721451282501221,0.022538786754012108
59,,2879,,,,,,0.4140598773956299,4119.13525390625,0.0041191354393959045,0.4852108061313629,0.1688070148229599,0.02105093002319336,,,,,,,,,,
60,26.0,2927,0.6340013742446899,0.39725032448768616,0.7461386919021606,0.2521144151687622,0.7838216423988342,,,,,,,0.6578508019447327,0.42991092801094055,0.7458057403564453,0.2917216122150421,0.7196533679962158,3801.4365234375,0.003801436861976981,0.855357825756073,0.7415521144866943,0.022000856697559357
60,,2927,,,,,,0.40818774700164795,4262.56982421875,0.004262569826096296,0.44448912143707275,0.13134901225566864,0.020956730470061302,,,,,,,,,,
61,23.0,2975,0.6422635912895203,0.41713568568229675,0.752662718296051,0.24107716977596283,0.7804925441741943,,,,,,,0.6506524682044983,0.4192691743373871,0.7699280977249146,0.2965686321258545,0.722277045249939,3881.6337890625,0.0038816342130303383,0.40888652205467224,0.2968928813934326,0.021622397005558014
61,,2975,,,,,,0.3880230188369751,4234.876953125,0.0042348760180175304,0.44093695282936096,0.13788408041000366,0.020961305126547813,,,,,,,,,,
