epoch,stable_dims,step,train_C,train_D,train_I,train_cluster,train_kl,train_loss,train_pred,train_recon,train_tc,val_C,val_D,val_I,val_kl,val_loss,val_pred,val_recon,val_tc
14,,689,,,,0.4724251329898834,-2868.898681640625,55974.015625,0.6180846095085144,58842.0546875,-644.6819458007812,,,,,,,,
15,5.0,735,0.578977108001709,0.31507954001426697,0.4140462279319763,,,,,,,0.5098975896835327,0.4880558252334595,0.5658521056175232,-2835.441162109375,52948.65234375,0.5913538932800293,55783.5,-638.9309692382812
15,,735,,,,0.6202684640884399,-2827.67431640625,53914.32421875,0.6190610527992249,56741.07421875,-638.95947265625,,,,,,,,
16,4.0,781,0.5828650593757629,0.2965104877948761,0.4124031662940979,,,,,,,0.5198637247085571,0.4472438395023346,0.5553002953529358,-2820.2109375,51783.59375,0.5817283987998962,54603.22265625,-640.4913330078125
16,,781,,,,0.5737976431846619,-2717.691650390625,52683.93359375,0.6130176782608032,55400.7265625,-630.7619018554688,,,,,,,,
17,3.0,827,0.5761780738830566,0.30736520886421204,0.4309205412864685,,,,,,,0.5073848962783813,0.46818092465400696,0.5583481788635254,-2786.2841796875,49758.58984375,0.5548658967018127,52544.3203125,-628.7575073242188
17,,827,,,,0.5350111126899719,-2794.10107421875,50235.25390625,0.5852767825126648,53028.51171875,-633.5339965820312,,,,,,,,
18,4.0,873,0.5765917897224426,0.3116580843925476,0.43941348791122437,,,,,,,0.5005989670753479,0.493833065032959,0.5632898211479187,-2849.253662109375,50288.83203125,0.5816730260848999,53137.5078125,-633.9396362304688
18,,873,,,,0.5022201538085938,-2784.172119140625,48842.1640625,0.5784645676612854,51625.5,-631.0700073242188,,,,,,,,
19,6.0,919,0.5767520070075989,0.31598272919654846,0.43318048119544983,,,,,,,0.4938742518424988,0.4445773959159851,0.5646352171897888,-2821.430419921875,47158.6328125,0.5441550016403198,49979.5234375,-634.9557495117188
19,,919,,,,0.4753221571445465,-2746.96435546875,47936.98828125,0.5677439570426941,50683.1484375,-629.6993408203125,,,,,,,,
20,4.0,965,0.573482871055603,0.29504355788230896,0.45161110162734985,,,,,,,0.5134824514389038,0.4667518436908722,0.5636948943138123,-2810.79296875,46338.703125,0.5391980409622192,49148.95703125,-633.3964233398438
20,,965,,,,0.4762241840362549,-2794.27490234375,46579.44140625,0.5341085195541382,49372.94140625,-630.86962890625,,,,,,,,
21,6.0,1011,0.5790393352508545,0.30724042654037476,0.44771087169647217,,,,,,,0.5146572589874268,0.48953431844711304,0.5743736624717712,-2706.25048828125,46143.07421875,0.5178894400596619,48848.8046875,-619.1438598632812
21,,1011,,,,0.477029412984848,-2686.850830078125,45893.55078125,0.5345481038093567,48579.625,-621.3715209960938,,,,,,,,
22,3.0,1057,0.5766561031341553,0.3174203932285309,0.4575866758823395,,,,,,,0.4982457160949707,0.4527744650840759,0.5929197669029236,-2814.637939453125,44795.7734375,0.5051996111869812,47609.8984375,-633.0209350585938
22,,1057,,,,0.6006138324737549,-2746.86669921875,44698.23828125,0.5333070158958435,47444.26171875,-624.457763671875,,,,,,,,
23,3.0,1103,0.5830487608909607,0.29453665018081665,0.4618951678276062,,,,,,,0.5106501579284668,0.4596046209335327,0.5815144777297974,-2802.54150390625,43890.921875,0.5132032632827759,46692.953125,-629.419189453125
23,,1103,,,,0.4827388823032379,-2770.995361328125,43782.15234375,0.5097716450691223,46552.3984375,-626.8237915039062,,,,,,,,
24,4.0,1149,0.5812830924987793,0.2975325882434845,0.46470677852630615,,,,,,,0.5328008532524109,0.46124929189682007,0.5742144584655762,-2820.10791015625,44061.00390625,0.5064468383789062,46880.6015625,-633.4837036132812
24,,1149,,,,0.4524095356464386,-2767.816162109375,43344.86328125,0.4973001778125763,46111.95703125,-626.1491088867188,,,,,,,,
25,4.0,1195,0.6014581918716431,0.2745912969112396,0.4444839060306549,,,,,,,0.5329053401947021,0.4182555079460144,0.5575424432754517,-2752.443115234375,43541.9296875,0.4990655779838562,46293.875,-628.3888549804688
25,,1195,,,,0.450873464345932,-2737.623046875,43126.11328125,0.5074039697647095,45863.0,-625.7327880859375,,,,,,,,
26,4.0,1241,0.5909624695777893,0.298692524433136,0.4655924439430237,,,,,,,0.5207074284553528,0.43815305829048157,0.5650907158851624,-2809.893310546875,42818.7265625,0.48812639713287354,45628.13671875,-627.3366088867188
26,,1241,,,,0.4795688986778259,-2753.1240234375,41950.5390625,0.4831744432449341,44702.94140625,-623.7167358398438,,,,,,,,
27,5.0,1287,0.5851970314979553,0.2954367697238922,0.4529587924480438,,,,,,,0.5235595107078552,0.4309426248073578,0.5726476907730103,-2882.7412109375,43412.375,0.5326991677284241,46294.58203125,-640.5962524414062
27,,1287,,,,0.452758252620697,-2754.797607421875,41346.640625,0.5444568991661072,44100.66796875,-621.762939453125,,,,,,,,
28,2.0,1333,0.5876538157463074,0.2890380620956421,0.4573441743850708,,,,,,,0.5294048190116882,0.4657076299190521,0.5661486387252808,-2768.552734375,41792.72265625,0.5169997811317444,44560.75,-629.3748168945312
28,,1333,,,,0.4309757947921753,-2704.91015625,41820.51171875,0.49173712730407715,44524.71875,-621.8296508789062,,,,,,,,
29,2.0,1379,0.5958636999130249,0.27793675661087036,0.4508935809135437,,,,,,,0.5254769921302795,0.459905207157135,0.5655041337013245,-2810.333740234375,41600.8046875,0.5263100862503052,44410.61328125,-630.0799560546875
29,,1379,,,,0.4359995722770691,-2728.475830078125,40502.37109375,0.526558518409729,43230.109375,-621.2225952148438,,,,,,,,
