epoch,stable_dims,step,train_C,train_D,train_I,train_cluster,train_dim_kl,train_kl,train_loss,train_pred,train_recon,val_C,val_D,val_I,val_dim_kl,val_kl,val_loss,val_pred,val_recon
0,0.0,47,0.8261866569519043,0.5523068308830261,0.027867449447512627,,,,,,,0.4309943914413452,0.34081414341926575,0.4042286276817322,590.9200439453125,0.0005909201572649181,2.1150283813476562,0.9653511643409729,0.22981718182563782
0,,47,,,,0.0,1189.4049072265625,0.0011894049821421504,2.5354549884796143,0.9815155863761902,0.31055012345314026,,,,,,,,
1,0.0,95,0.7895775437355042,0.3548862636089325,0.038515713065862656,,,,,,,0.5967705845832825,0.3761592507362366,0.21132032573223114,3217.94189453125,0.0032179420813918114,1.8767491579055786,0.9709379076957703,0.18051862716674805
1,,95,,,,0.7505199313163757,1320.2864990234375,0.0013202865375205874,2.4168083667755127,0.9955203533172607,0.20894156396389008,,,,,,,,
2,0.0,143,0.7666701674461365,0.2280079424381256,0.06804648786783218,,,,,,,0.5941854119300842,0.3634617030620575,0.21655352413654327,3874.171630859375,0.003874171292409301,1.6565057039260864,0.9651557803153992,0.13749513030052185
2,,143,,,,0.5486937165260315,2876.333251953125,0.002876332961022854,2.036219596862793,0.980250358581543,0.15574917197227478,,,,,,,,
3,0.0,191,0.7578657865524292,0.3299889862537384,0.08418203890323639,,,,,,,0.594607949256897,0.3392347991466522,0.22655652463436127,4348.2880859375,0.004348288755863905,1.52577805519104,0.9648815989494324,0.11130963265895844
3,,191,,,,0.7758422493934631,4232.11083984375,0.004232111852616072,1.9811125993728638,0.9792893528938293,0.12193403393030167,,,,,,,,
4,1.0,239,0.7434815764427185,0.43051913380622864,0.0940937027335167,,,,,,,0.594623327255249,0.3479622006416321,0.23057886958122253,4256.33447265625,0.004256335087120533,1.4176392555236816,0.9648073315620422,0.0897151529788971
4,,239,,,,0.7297043800354004,4414.0107421875,0.004414011724293232,1.8396495580673218,0.9784396290779114,0.09838873147964478,,,,,,,,
5,4.0,287,0.7439139485359192,0.42860615253448486,0.09683176130056381,,,,,,,0.6064881682395935,0.3557729125022888,0.21683897078037262,4184.271484375,0.004184271674603224,1.3252424001693726,0.964674711227417,0.0712767019867897
5,,287,,,,0.6913464069366455,4341.19091796875,0.00434119114652276,1.7329014539718628,0.9784345626831055,0.08089055120944977,,,,,,,,
6,0.0,335,0.7074964046478271,0.32191115617752075,0.2420896738767624,,,,,,,0.6054080128669739,0.5186998844146729,0.35473930835723877,4305.8564453125,0.0043058572337031364,1.357698917388916,1.044920802116394,0.061694446951150894
6,,335,,,,0.3847147524356842,4258.0283203125,0.004258028697222471,1.5337377786636353,1.001165747642517,0.06719131022691727,,,,,,,,
7,0.0,383,0.7586439847946167,0.28773361444473267,0.25516265630722046,,,,,,,0.632727324962616,0.5019357800483704,0.3689457178115845,3854.84033203125,0.0038548405282199383,1.2426135540008545,0.9805725812911987,0.05163723602890968
7,,383,,,,0.7056024670600891,4113.537109375,0.004113537259399891,1.6385849714279175,0.999316930770874,0.05647065117955208,,,,,,,,
8,1.0,431,0.6811811327934265,0.4434656500816345,0.29240235686302185,,,,,,,0.6261307001113892,0.4933188855648041,0.3826565742492676,3230.958740234375,0.0032309587113559246,1.2149983644485474,0.9892613291740417,0.04450118914246559
8,,431,,,,0.6905723214149475,3969.839111328125,0.003969838842749596,1.5837799310684204,0.994255542755127,0.04805372655391693,,,,,,,,
9,0.0,479,0.7524543404579163,0.3134155869483948,0.2453324794769287,,,,,,,0.6871578097343445,0.5278887152671814,0.36909207701683044,4735.97998046875,0.004735980182886124,1.1266733407974243,0.9242650270462036,0.03953444957733154
9,,479,,,,0.6259028315544128,3929.741943359375,0.0039297426119446754,1.4935301542282104,0.9626777768135071,0.04279431328177452,,,,,,,,
