epoch,stable_dims,step,train_C,train_D,train_I,train_cluster,train_dim_kl,train_kl,train_loss,train_pred,train_recon,val_C,val_D,val_I,val_dim_kl,val_kl,val_loss,val_pred,val_recon
0,0.0,47,0.8805752992630005,0.6667388081550598,0.04348580911755562,,,,,,,0.43083256483078003,0.33130815625190735,0.4251515865325928,672.9900512695312,0.0006729899905622005,2.779020071029663,0.9507672190666199,0.3655160069465637
0,,47,,,,0.0,1244.3804931640625,0.001244380371645093,2.9964473247528076,0.9635629057884216,0.40632808208465576,,,,,,,,
1,0.0,95,0.9232653975486755,0.646027684211731,0.04268025606870651,,,,,,,0.5501983165740967,0.35999512672424316,0.27281641960144043,3316.001708984375,0.0033160012681037188,2.3484110832214355,0.9574038982391357,0.2775382399559021
1,,95,,,,0.5877599120140076,1751.07958984375,0.0017510795732960105,2.8472354412078857,0.9731674194335938,0.3156873881816864,,,,,,,,
2,0.0,143,0.7999221086502075,0.28525930643081665,0.08781826496124268,,,,,,,0.5721129179000854,0.35540372133255005,0.26698118448257446,3734.12060546875,0.003734121099114418,2.004221200942993,0.9503706693649292,0.21002326905727386
2,,143,,,,0.514924943447113,3239.875244140625,0.0032398756593465805,2.416574478149414,0.964158833026886,0.23834265768527985,,,,,,,,
3,2.0,191,0.7481377720832825,0.3705456256866455,0.11859526485204697,,,,,,,0.5770602226257324,0.37323588132858276,0.25767281651496887,3629.522705078125,0.0036295228637754917,1.6930264234542847,0.9502772092819214,0.14782392978668213
3,,191,,,,0.6873895525932312,3595.371826171875,0.0035953710321336985,2.1761443614959717,0.9603782296180725,0.17369520664215088,,,,,,,,
4,0.0,239,0.7900758981704712,0.3312741219997406,0.10689277946949005,,,,,,,0.5701063275337219,0.3839836120605469,0.2583826184272766,3613.96533203125,0.00361396512016654,1.4656950235366821,0.9501726627349854,0.10238166153430939
4,,239,,,,0.6506147980690002,3612.910888671875,0.0036129101645201445,1.9040719270706177,0.9601953029632568,0.12299130111932755,,,,,,,,
5,2.0,287,0.7434214353561401,0.38848423957824707,0.11839082837104797,,,,,,,0.5608516335487366,0.368716299533844,0.2774382531642914,3627.659912109375,0.0036276604514569044,1.324913740158081,0.9500381946563721,0.07424959540367126
5,,287,,,,0.6943424344062805,3712.792236328125,0.0037127926480025053,1.740580677986145,0.9601352214813232,0.08591235429048538,,,,,,,,
6,2.0,335,0.720323383808136,0.38137638568878174,0.3309924006462097,,,,,,,0.5898908376693726,0.5890068411827087,0.41098713874816895,3463.055419921875,0.0034630554728209972,1.3198162317276,1.024519681930542,0.058366693556308746
6,,335,,,,0.6868143677711487,3576.143310546875,0.0035761434119194746,1.6719340085983276,1.0008610486984253,0.06481792777776718,,,,,,,,
7,0.0,383,0.7890358567237854,0.19775541126728058,0.3054025173187256,,,,,,,0.608208417892456,0.5971071124076843,0.4025942087173462,3524.648681640625,0.0035246489569544792,1.2739026546478271,1.0179121494293213,0.050493206828832626
7,,383,,,,0.6600756049156189,3481.676025390625,0.003481675870716572,1.6007080078125,1.000404953956604,0.05335677042603493,,,,,,,,
8,1.0,431,0.7549102306365967,0.29784831404685974,0.30427420139312744,,,,,,,0.5962487459182739,0.5714246034622192,0.3927154839038849,3342.901611328125,0.0033429013565182686,1.2522425651550293,1.031103253364563,0.04355929419398308
8,,431,,,,0.6883118152618408,3511.3505859375,0.00351134967058897,1.5814614295959473,1.0003200769424438,0.0466948002576828,,,,,,,,
9,0.0,479,0.6943361163139343,0.374502956867218,0.3111600875854492,,,,,,,0.5832484364509583,0.5803349018096924,0.3992882966995239,3117.451171875,0.0031174507457762957,1.2303783893585205,1.028996467590332,0.039652902632951736
9,,479,,,,0.6934521794319153,3340.455322265625,0.0033404557034373283,1.560320496559143,0.9992385506629944,0.04220305010676384,,,,,,,,
10,1.0,527,0.6860492825508118,0.39431774616241455,0.3135342597961426,,,,,,,0.5669165849685669,0.641731858253479,0.4474410116672516,2196.0966796875,0.002196096582338214,1.1927356719970703,0.9973141551017761,0.03864508494734764
10,,527,,,,0.6540041565895081,3065.845703125,0.0030658456962555647,1.5200468301773071,0.9959976077079773,0.03879614546895027,,,,,,,,
11,0.0,575,0.7156393527984619,0.3884287178516388,0.29961907863616943,,,,,,,0.6356807351112366,0.5954957008361816,0.44674745202064514,3953.05029296875,0.00395305035635829,1.1729480028152466,0.9645299911499023,0.04089297726750374
11,,575,,,,0.6979526877403259,2754.026611328125,0.002754026325419545,1.514686107635498,0.978381872177124,0.03691481053829193,,,,,,,,
12,2.0,623,0.679049015045166,0.5502814650535583,0.36195749044418335,,,,,,,0.6363582015037537,0.5995884537696838,0.45753365755081177,3996.388671875,0.003996388521045446,1.7514500617980957,1.5630520582199097,0.03688034415245056
12,,623,,,,0.6924145817756653,2847.836669921875,0.0028478370513767004,1.354347825050354,0.8306962847709656,0.034919340163469315,,,,,,,,
13,1.0,671,0.6819771528244019,0.5565302968025208,0.3952307403087616,,,,,,,0.6687647104263306,0.6271992921829224,0.44889703392982483,3772.805908203125,0.003772806143388152,0.8637537956237793,0.6878873109817505,0.034418731927871704
13,,671,,,,0.6119295954704285,2951.838134765625,0.0029518387746065855,1.1366976499557495,0.6619755029678345,0.03316108509898186,,,,,,,,
14,1.0,719,0.6891157627105713,0.42943182587623596,0.3968909978866577,,,,,,,0.6856740713119507,0.621371328830719,0.45007747411727905,3746.9775390625,0.0037469775415956974,0.8870595693588257,0.7245063781738281,0.03176122158765793
14,,719,,,,0.580230176448822,3096.474853515625,0.003096475498750806,1.127273440361023,0.674815833568573,0.0318492166697979,,,,,,,,
