epoch,stable_dims,step,train_C,train_D,train_I,train_cluster,train_dim_kl,train_kl,train_loss,train_pred,train_recon,val_C,val_D,val_I,val_dim_kl,val_kl,val_loss,val_pred,val_recon
0,0.0,47,0.8014159798622131,0.5428215861320496,0.030304960906505585,,,,,,,0.4306025505065918,0.33250898122787476,0.4094676673412323,429.6241760253906,0.00042962419684045017,2.1371381282806396,0.965030312538147,0.23433564603328705
0,,47,,,,0.0,1171.7127685546875,0.0011717126471921802,2.590864419937134,0.981834888458252,0.3215715289115906,,,,,,,,
1,0.0,95,0.7631867527961731,0.31721001863479614,0.043475888669490814,,,,,,,0.6236927509307861,0.35022735595703125,0.20847858488559723,6589.86376953125,0.006589863449335098,1.9745956659317017,1.011729121208191,0.1912553459405899
1,,95,,,,0.5275755524635315,1281.6226806640625,0.0012816226808354259,2.343743085861206,0.9895079135894775,0.21783320605754852,,,,,,,,
2,0.0,143,0.7990391850471497,0.2649066746234894,0.06730309873819351,,,,,,,0.5652068853378296,0.3760893642902374,0.24173405766487122,2684.57666015625,0.0026845764368772507,1.6681987047195435,0.9647288918495178,0.1401570439338684
2,,143,,,,0.42887505888938904,3120.930908203125,0.0031209306325763464,2.0082883834838867,0.9815223217010498,0.1618415266275406,,,,,,,,
3,0.0,191,0.7793245911598206,0.3961087763309479,0.08370990306138992,,,,,,,0.5924572944641113,0.34709760546684265,0.2533878684043884,3313.257080078125,0.0033132571261376143,1.5011299848556519,0.9644191861152649,0.1066795065999031
3,,191,,,,0.7374846339225769,3373.103271484375,0.003373103216290474,1.972072958946228,0.9789235591888428,0.12420671433210373,,,,,,,,
4,1.0,239,0.7607927918434143,0.4085065424442291,0.09385918825864792,,,,,,,0.6048243045806885,0.3572986125946045,0.22971229255199432,3988.52294921875,0.003988523036241531,1.4226206541061401,0.9642472863197327,0.09087701141834259
4,,239,,,,0.6690030694007874,3599.710205078125,0.0035997091326862574,1.7996798753738403,0.9783172011375427,0.09665239602327347,,,,,,,,
5,1.0,287,0.7399886846542358,0.46185824275016785,0.09390642493963242,,,,,,,0.5423294901847839,0.34986281394958496,0.2790282368659973,2193.8291015625,0.0021938288118690252,1.3147424459457397,0.9642452001571655,0.06966067850589752
5,,287,,,,0.7605430483818054,3378.994140625,0.003378993598744273,1.748673439025879,0.978266179561615,0.07735133916139603,,,,,,,,
6,1.0,335,0.7126871943473816,0.3945983052253723,0.2577674388885498,,,,,,,0.7170009613037109,0.5934493541717529,0.3443388342857361,18696.98046875,0.0186969805508852,1.3665413856506348,0.9824911952018738,0.07307064533233643
6,,335,,,,0.7450075149536133,2851.30859375,0.0028513080906122923,1.69768226146698,1.0005062818527222,0.06436426937580109,,,,,,,,
