epoch,stable_dims,step,train_C,train_D,train_D_topk,train_I,train_I_topk,train_cluster,train_dim_kl,train_kl,train_loss,train_pred,train_recon,val_C,val_D,val_D_topk,val_I,val_I_topk,val_dim_kl,val_kl,val_loss,val_pred,val_recon,w_cluster,w_pred,w_recon
54,,2639,,,,,,1.6572004556655884,2914.117431640625,0.0029141176491975784,0.1406577229499817,1.069337248802185,0.018451089039444923,,,,,,,,,,,0.01800326071679592,0.09056562930345535,0.8914312720298767
55,13.0,2687,0.6471974849700928,0.38854023814201355,0.6002819538116455,0.20259179174900055,0.7618850469589233,,,,,,,0.6658919453620911,0.4411562979221344,0.5932183861732483,0.22858020663261414,0.5457128286361694,2516.291015625,0.002516290871426463,0.6118916273117065,0.5127390623092651,0.019327249377965927,,,
55,,2687,,,,,,1.0229419469833374,3098.320068359375,0.003098319983109832,0.04849521815776825,0.09859270602464676,0.018321670591831207,,,,,,,,,,,0.023137466982007027,0.07773523777723312,0.8991273045539856
56,18.0,2735,0.6551299691200256,0.4016236662864685,0.6209337711334229,0.20503820478916168,0.7892391085624695,,,,,,,0.6585875749588013,0.42394113540649414,0.6339668035507202,0.23115114867687225,0.5221258401870728,2182.51416015625,0.0021825141739100218,0.7769477367401123,0.6653714179992676,0.02187875658273697,,,
56,,2735,,,,,,0.5873551964759827,3044.73046875,0.0030447307508438826,0.030709251761436462,0.06113321706652641,0.018262740224599838,,,,,,,,,,,0.018132461234927177,0.04973839595913887,0.9321289658546448
57,11.0,2783,0.6576115489006042,0.41121706366539,0.5578857660293579,0.18954625725746155,0.7553214430809021,,,,,,,0.6573375463485718,0.44088420271873474,0.5492520332336426,0.22651050984859467,0.5149407982826233,2102.540771484375,0.0021025408059358597,0.6875936388969421,0.5885642170906067,0.01938536949455738,,,
57,,2783,,,,,,0.9931536316871643,2799.675048828125,0.002799675101414323,0.04240185022354126,0.10594946891069412,0.018497560173273087,,,,,,,,,,,0.019108518958091736,0.06350069493055344,0.917390763759613
58,13.0,2831,0.656241238117218,0.3990457355976105,0.6058206558227539,0.20272302627563477,0.7855725288391113,,,,,,,0.6504414081573486,0.44047391414642334,0.5590804219245911,0.2317996621131897,0.534676730632782,2493.5126953125,0.0024935125838965178,0.6199737191200256,0.5199862122535706,0.019498789682984352,,,
58,,2831,,,,,,0.773919403553009,3028.854248046875,0.0030288537964224815,0.03413898125290871,0.06283951550722122,0.018429262563586235,,,,,,,,,,,0.01839136704802513,0.05498640239238739,0.9266221523284912
59,16.0,2879,0.6568364500999451,0.4102984666824341,0.6116130948066711,0.19638000428676605,0.7887929677963257,,,,,,,0.6612892150878906,0.4569515287876129,0.5657468438148499,0.22751031816005707,0.5447292327880859,2340.619873046875,0.002340619917958975,0.5806534290313721,0.48199501633644104,0.01926356926560402,,,
59,,2879,,,,,,1.6066468954086304,3156.8037109375,0.0031568033155053854,0.04447096586227417,0.05203723534941673,0.018354402855038643,,,,,,,,,,,0.015437732450664043,0.05287288501858711,0.9316895008087158
60,13.0,2927,0.6632671356201172,0.4127586781978607,0.5928287506103516,0.18894736468791962,0.7793605327606201,,,,,,,0.6532284021377563,0.4342471957206726,0.5316328406333923,0.24165166914463043,0.5255184173583984,2664.3388671875,0.0026643390301615,0.6098690629005432,0.5096538066864014,0.01951017789542675,,,
60,,2927,,,,,,0.451892614364624,3164.748046875,0.00316474842838943,0.027282053604722023,0.056191518902778625,0.018489016219973564,,,,,,,,,,,0.014949175529181957,0.05633127689361572,0.9287195205688477
61,21.0,2975,0.6444381475448608,0.4050924777984619,0.6230052709579468,0.20569926500320435,0.8006571531295776,,,,,,,0.6322868466377258,0.43293601274490356,0.578960120677948,0.2579081356525421,0.5302136540412903,2590.83837890625,0.0025908383540809155,0.6331784129142761,0.5343598127365112,0.019245531409978867,,,
61,,2975,,,,,,3.0629184246063232,3394.30859375,0.0033943101298063993,0.07114875316619873,0.05123293399810791,0.017953718081116676,,,,,,,,,,,0.01924552582204342,0.05373125895857811,0.9270234107971191
62,13.0,3023,0.6489294171333313,0.4079422056674957,0.6064624786376953,0.20532125234603882,0.7987312078475952,,,,,,,0.6632126569747925,0.4427761137485504,0.5556957721710205,0.2282252460718155,0.5165435075759888,2970.83203125,0.0029708321671932936,0.6869000196456909,0.5512033104896545,0.026545176282525063,,,
62,,3023,,,,,,0.3616856634616852,3232.635498046875,0.0032326355576515198,0.030021242797374725,0.05791841447353363,0.018279360607266426,,,,,,,,,,,0.022896863520145416,0.04829392209649086,0.9288092255592346
63,16.0,3071,0.6588172912597656,0.4083809554576874,0.6072542667388916,0.18523718416690826,0.7516902685165405,,,,,,,0.6558651328086853,0.44084757566452026,0.5958762764930725,0.2207677960395813,0.5102474093437195,2578.8515625,0.0025788513012230396,0.6687137484550476,0.5666732788085938,0.01989232376217842,,,
63,,3071,,,,,,0.4269666373729706,3308.123779296875,0.003308124141767621,0.030430326238274574,0.10884921997785568,0.02069772407412529,,,,,,,,,,,0.012708996422588825,0.05329849198460579,0.9339925646781921
64,14.0,3119,0.6599459052085876,0.40443578362464905,0.6025949716567993,0.19025245308876038,0.7764334678649902,,,,,,,0.6379390358924866,0.44502052664756775,0.5828196406364441,0.23912370204925537,0.526247501373291,2834.451904296875,0.0028344513848423958,0.6150017380714417,0.5163223147392273,0.019168993458151817,,,
64,,3119,,,,,,10.550707817077637,3484.870361328125,0.003484870307147503,0.1738685816526413,0.05910838767886162,0.01810879074037075,,,,,,,,,,,0.015415315516293049,0.053694531321525574,0.9308901429176331
65,14.0,3167,0.6370131373405457,0.38398298621177673,0.6223873496055603,0.2162504941225052,0.8043829202651978,,,,,,,0.6337981224060059,0.4326116144657135,0.5919992923736572,0.2473136931657791,0.5309858322143555,2646.69970703125,0.002646699547767639,0.6136858463287354,0.5151126384735107,0.019185280427336693,,,
65,,3167,,,,,,0.5392352938652039,3466.8544921875,0.0034668545704334974,0.03404073417186737,0.04096857085824013,0.017723118886351585,,,,,,,,,,,0.031698811799287796,0.04883105680346489,0.9194700717926025
66,15.0,3215,0.6494234204292297,0.3911221921443939,0.5513709187507629,0.19863106310367584,0.7818717956542969,,,,,,,0.6536301374435425,0.4302768111228943,0.5337157845497131,0.23016074299812317,0.469592422246933,2185.819580078125,0.002185819437727332,0.6946688294410706,0.595803439617157,0.019335908815264702,,,
66,,3215,,,,,,1.1255966424942017,3311.542724609375,0.003311542794108391,0.04876841977238655,0.07319379597902298,0.017753994092345238,,,,,,,,,,,0.026776431128382683,0.046204108744859695,0.9270195960998535
67,18.0,3263,0.660639226436615,0.3976294696331024,0.5922816395759583,0.1941872388124466,0.7786670327186584,,,,,,,0.6534587144851685,0.43916159868240356,0.5966333746910095,0.22757717967033386,0.5104435682296753,2589.297119140625,0.002589297015219927,0.6428847908973694,0.5437818765640259,0.0193027276545763,,,
67,,3263,,,,,,0.7465171813964844,3294.237548828125,0.003294237656518817,0.028451472520828247,0.051242273300886154,0.01797269843518734,,,,,,,,,,,0.012370978482067585,0.047142356634140015,0.940486490726471
68,16.0,3311,0.6592360138893127,0.40177300572395325,0.5998935103416443,0.1932547390460968,0.7819526195526123,,,,,,,0.6497822403907776,0.43342846632003784,0.6224367022514343,0.23532263934612274,0.5104863047599792,1980.426513671875,0.001980426488444209,0.6383399367332458,0.5383187532424927,0.019608154892921448,,,
68,,3311,,,,,,1.6338392496109009,3408.182373046875,0.0034081824123859406,0.0473206490278244,0.059391509741544724,0.0183611698448658,,,,,,,,,,,0.016479451209306717,0.06291836500167847,0.9206021428108215
69,13.0,3359,0.6571640372276306,0.40230637788772583,0.5662809014320374,0.18862999975681305,0.7711542248725891,,,,,,,0.6398608684539795,0.4312341511249542,0.5786980390548706,0.23829153180122375,0.5333992838859558,2695.597900390625,0.0026955977082252502,0.6296559572219849,0.5311535000801086,0.019161386415362358,,,
69,,3359,,,,,,3.386223554611206,3365.326904296875,0.0033653255086392164,0.08400079607963562,0.07707441598176956,0.018349027261137962,,,,,,,,,,,0.020329859107732773,0.06049920991063118,0.9191710352897644
70,12.0,3407,0.6481054425239563,0.3749058246612549,0.5974631309509277,0.21174798905849457,0.7983507513999939,,,,,,,0.6293535828590393,0.4320528209209442,0.5810982584953308,0.25220873951911926,0.5303303003311157,2461.738525390625,0.0024617386516183615,0.6155192852020264,0.5175305604934692,0.01910540647804737,,,
70,,3407,,,,,,1.6610945463180542,3549.306640625,0.003549305722117424,0.06627025455236435,0.04079890251159668,0.01762402057647705,,,,,,,,,,,0.03138400986790657,0.050108034163713455,0.918507993221283
71,11.0,3455,0.6533912420272827,0.38427603244781494,0.5936799049377441,0.20589005947113037,0.8005412817001343,,,,,,,0.6599619388580322,0.42305412888526917,0.5147559642791748,0.23154781758785248,0.5194303393363953,2785.804931640625,0.002785805147141218,0.6241114139556885,0.5259665846824646,0.019071796908974648,,,
71,,3455,,,,,,1.0029741525650024,3357.145751953125,0.0033571459352970123,0.04217321798205376,0.037529218941926956,0.01755952462553978,,,,,,,,,,,0.024311944842338562,0.04171273484826088,0.9339752197265625
72,19.0,3503,0.6526443362236023,0.38762980699539185,0.5952789187431335,0.20551951229572296,0.7964180111885071,,,,,,,0.6373605728149414,0.4181455373764038,0.5504018068313599,0.25250402092933655,0.5326268076896667,2595.15625,0.0025951561983674765,0.6184151768684387,0.5210254788398743,0.018958913162350655,,,
72,,3503,,,,,,3.4708118438720703,3479.574462890625,0.0034795745741575956,0.0939154326915741,0.03188171982765198,0.01744656451046467,,,,,,,,,,,0.024604640901088715,0.0423770397901535,0.9330183863639832
73,14.0,3551,0.6468862295150757,0.40784579515457153,0.6042904257774353,0.19533176720142365,0.7961989045143127,,,,,,,0.659363865852356,0.43158456683158875,0.5736963748931885,0.23357318341732025,0.5226125717163086,2374.510986328125,0.0023745109792798758,0.6120045185089111,0.5131486058235168,0.01929626800119877,,,
73,,3551,,,,,,0.8909400105476379,3449.405517578125,0.0034494055435061455,0.03310671076178551,0.03516528382897377,0.017441237345337868,,,,,,,,,,,0.01819869875907898,0.037496261298656464,0.9443051218986511
74,17.0,3599,0.6542049646377563,0.3939279019832611,0.583278477191925,0.2027128040790558,0.7936569452285767,,,,,,,0.6518620252609253,0.432766854763031,0.541625440120697,0.22938916087150574,0.5024498701095581,2708.017578125,0.002708017360419035,0.7515395879745483,0.6370405554771423,0.02235821820795536,,,
74,,3599,,,,,,0.4364846646785736,3513.767578125,0.0035137683153152466,0.02597140520811081,0.043440207839012146,0.018206827342510223,,,,,,,,,,,0.015615525655448437,0.05599808692932129,0.9283864498138428
75,17.0,3647,0.6441291570663452,0.378375768661499,0.5764307975769043,0.20270386338233948,0.742261528968811,,,,,,,0.6378808617591858,0.4370344281196594,0.5610623359680176,0.24314939975738525,0.49666309356689453,2764.015380859375,0.002764015691354871,0.6698722243309021,0.5720084309577942,0.0190199576318264,,,
75,,3647,,,,,,1.2715831995010376,3762.3388671875,0.003762338077649474,0.06382367759943008,0.1381019800901413,0.01807977445423603,,,,,,,,,,,0.034166086465120316,0.08638866990804672,0.8794450759887695
76,14.0,3695,0.6335176825523376,0.37575677037239075,0.5604179501533508,0.2044873982667923,0.7559122443199158,,,,,,,0.6608743071556091,0.43569400906562805,0.5846500396728516,0.23067918419837952,0.5172744393348694,2561.384765625,0.0025613848119974136,0.6099083423614502,0.5103603601455688,0.019397329539060593,,,
76,,3695,,,,,,0.30227968096733093,3591.576416015625,0.0035915756598114967,0.03345136344432831,0.12031350284814835,0.01765838824212551,,,,,,,,,,,0.027986103668808937,0.06443072110414505,0.9075831770896912
77,13.0,3743,0.6402047872543335,0.37037813663482666,0.5832275748252869,0.20995965600013733,0.7956987023353577,,,,,,,0.6391259431838989,0.42887943983078003,0.5767187476158142,0.2504017651081085,0.5316165089607239,2615.72216796875,0.0026157223619520664,0.6092488765716553,0.511991560459137,0.018928322941064835,,,
77,,3743,,,,,,8.56634521484375,3582.339111328125,0.0035823388025164604,0.13325850665569305,0.036842066794633865,0.017312858253717422,,,,,,,,,,,0.014649778604507446,0.04784543812274933,0.9375047087669373
78,19.0,3791,0.6393686532974243,0.3819158971309662,0.5833285450935364,0.20391607284545898,0.798586905002594,,,,,,,0.6489393711090088,0.4200311303138733,0.5444932579994202,0.2435884028673172,0.5271270871162415,2463.0673828125,0.0024630671832710505,0.6257858872413635,0.5279493927955627,0.019074689596891403,,,
78,,3791,,,,,,0.24452000856399536,3554.664794921875,0.0035546652507036924,0.023273257538676262,0.03829455003142357,0.017531419172883034,,,,,,,,,,,0.020075688138604164,0.04352804645895958,0.9363963007926941
79,12.0,3839,0.6433019042015076,0.3729509115219116,0.5709549784660339,0.20721791684627533,0.7976025342941284,,,,,,,0.6317815780639648,0.423327773809433,0.5345593690872192,0.2512277066707611,0.54503333568573,2655.67529296875,0.0026556754019111395,0.6134068965911865,0.5159326195716858,0.01896374486386776,,,
79,,3839,,,,,,2.7059972286224365,3614.567626953125,0.00361456791870296,0.0648946687579155,0.03403894975781441,0.01742047630250454,,,,,,,,,,,0.019706638529896736,0.04669615626335144,0.9335973262786865
80,14.0,3887,0.6365848183631897,0.3823888301849365,0.5966830253601074,0.20637400448322296,0.7990941405296326,,,,,,,0.6475107669830322,0.44066765904426575,0.5736958980560303,0.23963582515716553,0.526146411895752,2536.3759765625,0.002536376006901264,0.6183624863624573,0.5200409293174744,0.01915702596306801,,,
80,,3887,,,,,,0.22851498425006866,3875.024658203125,0.0038750239182263613,0.023563804104924202,0.034274872392416,0.017315400764346123,,,,,,,,,,,0.025794310495257378,0.040854357182979584,0.933351457118988
81,6.0,3935,0.6476572155952454,0.39958852529525757,0.577287495136261,0.18703995645046234,0.735649585723877,,,,,,,0.6623464226722717,0.4265458285808563,0.6051598787307739,0.21901006996631622,0.5023858547210693,3899.831787109375,0.0038998315576463938,0.6550706624984741,0.5536040663719177,0.019513336941599846,,,
81,,3935,,,,,,0.5150514245033264,4131.11865234375,0.004131118301302195,0.03154786303639412,0.11935439705848694,0.017760740593075752,,,,,,,,,,,0.0160868801176548,0.05639941617846489,0.927513837814331
82,16.0,3983,0.6523799896240234,0.39899036288261414,0.5596923232078552,0.17851519584655762,0.7512365579605103,,,,,,,0.666888952255249,0.4260684847831726,0.5778074860572815,0.22867241501808167,0.5132339000701904,3159.631591796875,0.0031596312765032053,0.6044625043869019,0.5061108469963074,0.019038399681448936,,,
82,,3983,,,,,,0.3173172175884247,4461.30517578125,0.004461303818970919,0.024558061733841896,0.07022403180599213,0.01758039928972721,,,,,,,,,,,0.013886409811675549,0.057769451290369034,0.9283440709114075
83,18.0,4031,0.6456344723701477,0.3952913284301758,0.5749104022979736,0.184824600815773,0.7677932977676392,,,,,,,0.6664920449256897,0.4188424348831177,0.5542445182800293,0.23195694386959076,0.5194151997566223,3488.7470703125,0.0034887471701949835,0.610099732875824,0.5080639719963074,0.019709408283233643,,,
83,,4031,,,,,,2.204634428024292,4494.06689453125,0.004494066815823317,0.04602363333106041,0.04682494327425957,0.017864394932985306,,,,,,,,,,,0.012705666013062,0.0528353750705719,0.9344589710235596
84,18.0,4079,0.6382716298103333,0.37765902280807495,0.5752747058868408,0.2002045214176178,0.7864794731140137,,,,,,,0.6427013278007507,0.4178455173969269,0.5454044938087463,0.24743744730949402,0.5268460512161255,3194.059814453125,0.0031940601766109467,0.5965946316719055,0.4989793300628662,0.018884260207414627,,,
84,,4079,,,,,,13.976954460144043,4314.45068359375,0.004314451944082975,0.2766653299331665,0.03541463240981102,0.017223509028553963,,,,,,,,,,,0.019811423495411873,0.04578859731554985,0.9343998432159424
85,12.0,4127,0.6437922716140747,0.38941991329193115,0.5634821057319641,0.1923375278711319,0.7924943566322327,,,,,,,0.6467146277427673,0.40868744254112244,0.5192134976387024,0.2420569658279419,0.5143516063690186,3419.821533203125,0.0034198216162621975,0.6671827435493469,0.566655695438385,0.019421450793743134,,,
85,,4127,,,,,,1.362603783607483,4132.36474609375,0.004132364876568317,0.040946852415800095,0.03771323338150978,0.017136676236987114,,,,,,,,,,,0.018575238063931465,0.04423980414867401,0.9371848106384277
86,21.0,4175,0.6477798819541931,0.3887714743614197,0.5440860986709595,0.18793541193008423,0.7727801203727722,,,,,,,0.6599493026733398,0.4126114845275879,0.5126426219940186,0.23196107149124146,0.5125239491462708,2973.385986328125,0.002973385853692889,0.5978360176086426,0.5000926852226257,0.01895398646593094,,,
86,,4175,,,,,,1.144236445426941,4243.37646484375,0.0042433771304786205,0.04313850775361061,0.05931644141674042,0.018309656530618668,,,,,,,,,,,0.018464570865035057,0.0694708451628685,0.9120644927024841
87,17.0,4223,0.6508892774581909,0.39913347363471985,0.5766201615333557,0.1847492754459381,0.7668471932411194,,,,,,,0.6530962586402893,0.4206576645374298,0.5441259145736694,0.2327633500099182,0.5353660583496094,2982.281005859375,0.0029822811484336853,0.9639476537704468,0.8318192362785339,0.02582923136651516,,,
87,,4223,,,,,,0.4530661106109619,4284.49560546875,0.004284495487809181,0.04408162832260132,0.12788555026054382,0.019432563334703445,,,,,,,,,,,0.030140183866024017,0.10370772331953049,0.8661520481109619
88,15.0,4271,0.6496900320053101,0.4168705940246582,0.5665459036827087,0.16922779381275177,0.7192879915237427,,,,,,,0.6528686285018921,0.40114626288414,0.49673569202423096,0.22998178005218506,0.488100528717041,3118.822021484375,0.0031188216526061296,1.1188337802886963,1.0042308568954468,0.02229676954448223,,,
88,,4271,,,,,,0.30250227451324463,4094.739013671875,0.0040947371162474155,0.055161237716674805,0.22433310747146606,0.02065635845065117,,,,,,,,,,,0.03144877031445503,0.1269751787185669,0.8415759205818176
89,11.0,4319,0.6649694442749023,0.3895973861217499,0.5768479108810425,0.17494255304336548,0.7241830229759216,,,,,,,0.6972150206565857,0.4470798373222351,0.47263842821121216,0.21050657331943512,0.5012028813362122,5288.875,0.005288874730467796,0.7258007526397705,0.6211288571357727,0.01987660862505436,,,
89,,4319,,,,,,2.399132251739502,4192.35595703125,0.004192356485873461,0.06386792659759521,0.10439720749855042,0.017811929807066917,,,,,,,,,,,0.016313351690769196,0.06588999181985855,0.9177966713905334
90,16.0,4367,0.6613681316375732,0.3898147642612457,0.5347245335578918,0.17935767769813538,0.7310285568237305,,,,,,,0.656083881855011,0.42436033487319946,0.5389055013656616,0.24140730500221252,0.5291057825088501,3016.23779296875,0.0030162381008267403,0.608140766620636,0.5097993612289429,0.01906503736972809,,,
90,,4367,,,,,,1.7942718267440796,4741.7607421875,0.004741759970784187,0.04946797713637352,0.08422666788101196,0.017443060874938965,,,,,,,,,,,0.01584162749350071,0.058400724083185196,0.9257577061653137
91,13.0,4415,0.6496509313583374,0.3893570005893707,0.5434760451316833,0.19590991735458374,0.7773980498313904,,,,,,,0.6396949887275696,0.4218125641345978,0.5470583438873291,0.25580447912216187,0.5267958641052246,3376.40087890625,0.0033764005638659,0.6528294086456299,0.5549623370170593,0.018898144364356995,,,
91,,4415,,,,,,10.192097663879395,4486.8759765625,0.004486875142902136,0.2196453958749771,0.054512884467840195,0.016993282362818718,,,,,,,,,,,0.021021289750933647,0.055106911808252335,0.9238717555999756
92,14.0,4463,0.6483269333839417,0.3903198540210724,0.5539432764053345,0.19587115943431854,0.7843077778816223,,,,,,,0.6513060927391052,0.4295244812965393,0.5310773849487305,0.2447803020477295,0.529859721660614,2811.439697265625,0.0028114395681768656,0.6378871202468872,0.5390923023223877,0.01919667422771454,,,
92,,4463,,,,,,0.7677260041236877,4483.9794921875,0.004483980592340231,0.0331365130841732,0.04369719326496124,0.01712401583790779,,,,,,,,,,,0.024014070630073547,0.051623228937387466,0.9243628978729248
93,8.0,4511,0.647101879119873,0.39879313111305237,0.5292606949806213,0.1891515851020813,0.7699906826019287,,,,,,,0.6456104516983032,0.431210994720459,0.5497429966926575,0.24245238304138184,0.5187172889709473,3006.671630859375,0.00300667155534029,0.6409801244735718,0.5425928235054016,0.019076118245720863,,,
93,,4511,,,,,,2.2975776195526123,4447.94482421875,0.0044479453936219215,0.055696312338113785,0.056311771273612976,0.017540154978632927,,,,,,,,,,,0.015956519171595573,0.05618191137909889,0.9278615117073059
94,11.0,4559,0.652569591999054,0.3975578844547272,0.5523644685745239,0.1913646161556244,0.7789086103439331,,,,,,,0.6456762552261353,0.43828678131103516,0.559148371219635,0.2413826584815979,0.5255098342895508,2975.806396484375,0.002975806361064315,0.6311720609664917,0.533700168132782,0.018899211660027504,,,
94,,4559,,,,,,1.5082000494003296,4548.7548828125,0.004548755008727312,0.04224279522895813,0.046098653227090836,0.017398932948708534,,,,,,,,,,,0.01603245921432972,0.04695655405521393,0.9370109438896179
95,11.0,4607,0.651009738445282,0.39649051427841187,0.561478316783905,0.19394633173942566,0.7826189398765564,,,,,,,0.6475006341934204,0.4206611216068268,0.5375145673751831,0.2378542423248291,0.5181797742843628,2977.71728515625,0.0029777169693261385,0.6579651832580566,0.559150755405426,0.019167346879839897,,,
95,,4607,,,,,,1.0734919309616089,4511.46484375,0.004511464852839708,0.038596492260694504,0.042461276054382324,0.017222533002495766,,,,,,,,,,,0.01874341256916523,0.05132746696472168,0.9299290776252747
96,8.0,4655,0.6551022529602051,0.39955955743789673,0.5545600652694702,0.18130959570407867,0.7599946856498718,,,,,,,0.6716875433921814,0.4413185715675354,0.5450371503829956,0.21838010847568512,0.5112735033035278,3579.060546875,0.0035790603142231703,0.8074735999107361,0.6995787620544434,0.02086314931511879,,,
96,,4655,,,,,,1.1070469617843628,4656.63232421875,0.004656632896512747,0.04206441342830658,0.08587288111448288,0.018770558759570122,,,,,,,,,,,0.01691877469420433,0.0692318007349968,0.9138491749763489
97,14.0,4703,0.6562792658805847,0.3886559307575226,0.5816647410392761,0.18864358961582184,0.7622319459915161,,,,,,,0.6409240365028381,0.43200770020484924,0.49145999550819397,0.2372296005487442,0.5141591429710388,3819.9111328125,0.003819911042228341,0.6425787806510925,0.5443128943443298,0.018889205530285835,,,
97,,4703,,,,,,5.861097812652588,5009.84716796875,0.005009847693145275,0.12550297379493713,0.06418188661336899,0.017387976869940758,,,,,,,,,,,0.019422532990574837,0.06356877833604813,0.9170089364051819
98,10.0,4751,0.6418351531028748,0.38444408774375916,0.5960487723350525,0.2043239176273346,0.7967249751091003,,,,,,,0.6315284967422485,0.4452802240848541,0.530556321144104,0.24622032046318054,0.5232648849487305,3450.56298828125,0.003450562944635749,0.6176082491874695,0.5200173854827881,0.018828049302101135,,,
98,,4751,,,,,,1.5765005350112915,4793.71826171875,0.0047937179915606976,0.06080819293856621,0.030901946127414703,0.016883162781596184,,,,,,,,,,,0.031089765951037407,0.044625699520111084,0.9242844581604004
99,10.0,4799,0.6306918263435364,0.38707584142684937,0.6088621616363525,0.20751431584358215,0.8013955950737,,,,,,,0.6228026151657104,0.4350201189517975,0.5520485639572144,0.25634416937828064,0.5322235822677612,3458.49560546875,0.0034584952518343925,0.6054413318634033,0.5083072185516357,0.018735120072960854,,,
99,,4799,,,,,,1.0545090436935425,4687.169921875,0.004687170963734388,0.053682561963796616,0.02632245607674122,0.016655994579195976,,,,,,,,,,,0.03686225041747093,0.04248219355940819,0.9206556677818298
